nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Perry,Elizabeth,57,158.0,76.3,F,oui,bac+2,Île-de-France,oui,oui,1820,veuf,2.0,0.21,2021-11-09,357.0,914.15,40000.0
Lopez,Alicia,30,164.7,72.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,3748,marié,,0.82,2020-04-07,,702.3,
Adams,Janice,61,164.0,39.1,F,non,doctorat,Bretagne,oui,non,832,marié,,0.35,2020-07-20,590.0,5000.0,40000.0
Macias,Kathryn,30,163.3,78.7,H,oui,bac,Auvergne-Rhône-Alpes,non,non,2061,marié,,0.47,2024-02-23,651.0,10000.0,40000.0
Mcclure,James,49,167.2,69.2,H,non,aucun,Corse,non,non,5593,,,0.43,2020-05-27,,,
Alvarez,Thomas,33,168.6,46.3,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2931,divorcé,2.0,0.38,2025-05-15,817.0,5000.0,40000.0
Browning,Mark,23,171.8,78.1,F,non,bac+2,Île-de-France,non,oui,500,,2.0,0.57,2025-04-15,686.0,10000.0,40000.0
Walker,Richard,75,168.4,50.0,H,non,master,Normandie,oui,oui,1981,marié,4.0,0.75,2020-09-28,,10000.0,
Velazquez,Steven,19,167.6,91.7,F,non,doctorat,Hauts-de-France,non,non,3958,marié,2.0,0.52,2021-10-17,,10000.0,
Gibson,Joshua,66,179.0,69.5,H,oui,aucun,Île-de-France,non,non,1542,marié,1.0,0.3,2024-09-17,679.0,10000.0,40000.0
Lopez,Kaitlyn,65,181.7,81.3,H,oui,aucun,Bretagne,oui,oui,2014,veuf,2.0,0.37,2023-07-30,,5000.0,
Lucas,Summer,44,155.5,79.4,F,non,doctorat,Auvergne-Rhône-Alpes,oui,non,2770,veuf,3.0,0.62,2021-04-20,,,
Richard,Alyssa,63,153.0,83.4,F,non,aucun,Normandie,non,non,4566,,,0.69,2022-02-03,399.0,5000.0,40000.0
Bradley,Katelyn,43,152.5,69.1,F,oui,bac,Hauts-de-France,non,oui,2340,célibataire,4.0,0.48,2022-12-12,640.0,5000.0,40000.0
Parks,Janet,60,175.4,59.1,H,oui,doctorat,Corse,non,oui,1875,,,0.44,2025-01-18,742.0,966.92,40000.0
Snyder,Angela,37,181.1,49.2,H,non,bac,Normandie,non,oui,2838,célibataire,0.0,0.74,2020-03-01,332.0,5000.0,40000.0
Gray,Stephanie,51,153.3,67.4,F,oui,master,Corse,non,oui,1705,célibataire,,0.01,2021-02-16,679.0,5000.0,40000.0
Kim,Rachel,70,179.4,83.7,H,oui,doctorat,Occitanie,oui,oui,1272,divorcé,4.0,0.7,2024-02-21,411.0,5000.0,40000.0
Johnson,Troy,23,172.8,43.4,F,non,aucun,Hauts-de-France,non,oui,3041,marié,,0.88,2024-06-22,,,
Jefferson,Charles,21,171.9,69.3,F,oui,bac+2,Île-de-France,non,non,3867,célibataire,,0.46,2020-08-07,,1210.3,
Perkins,Jennifer,44,159.1,68.3,F,non,aucun,Corse,non,oui,2202,veuf,,0.2,2021-07-02,483.0,5000.0,40000.0
Potts,Emily,33,163.7,58.6,H,oui,bac+2,Île-de-France,oui,non,1750,marié,,0.81,2021-04-02,,,
Perez,Michael,18,178.9,71.8,F,oui,master,Hauts-de-France,oui,oui,2981,divorcé,2.0,0.83,2023-07-11,531.0,10000.0,40000.0
Lopez,David,62,174.4,45.0,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,3457,marié,4.0,0.87,2024-07-25,738.0,10000.0,40000.0
Montes,Kathy,41,185.9,63.0,H,oui,doctorat,Bretagne,oui,oui,3876,divorcé,3.0,0.66,2021-04-29,,5000.0,
Barry,Joseph,38,176.0,73.7,F,oui,bac,Occitanie,non,oui,3275,divorcé,,0.75,2022-04-11,848.0,5000.0,40000.0
Barnes,Ashlee,58,182.0,88.2,F,oui,master,Corse,non,non,3343,célibataire,1.0,0.41,2022-08-18,376.0,10000.0,40000.0
Brooks,Karen,29,177.3,66.4,F,non,bac+2,Corse,oui,non,2821,,0.0,0.71,2023-07-30,502.0,1109.04,40000.0
Kelley,Jason,38,182.5,57.3,H,oui,master,Corse,non,non,2988,divorcé,3.0,0.48,2021-07-08,,661.5,
Mccarthy,Lisa,40,177.4,59.2,H,non,bac,Auvergne-Rhône-Alpes,oui,non,2758,célibataire,4.0,0.82,2024-10-27,,10000.0,
Valencia,Cameron,39,188.2,55.1,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,3309,marié,,0.67,2020-06-17,773.0,10000.0,40000.0
Johnson,Manuel,26,151.9,77.3,H,oui,master,Occitanie,oui,oui,2683,,,0.86,2024-04-18,,5000.0,
Andrews,Donna,54,162.0,80.6,H,oui,master,Corse,oui,oui,3636,divorcé,,1.0,2021-07-18,460.0,,
Watson,Hayden,27,174.9,72.2,H,oui,bac+2,Corse,oui,oui,2498,marié,,0.23,2022-11-27,324.0,10000.0,40000.0
Kelley,Zachary,70,165.7,81.3,F,oui,master,Normandie,oui,oui,500,veuf,,0.11,2023-02-12,,10000.0,
Parks,Rebecca,37,190.0,84.8,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2559,marié,3.0,0.28,2021-03-15,,10000.0,
Wiley,Chris,70,182.7,60.4,H,non,master,Île-de-France,oui,oui,3065,,,0.62,2023-06-15,,10000.0,
Black,Michael,34,191.8,68.9,F,non,bac,Occitanie,non,oui,2268,,1.0,0.2,2020-07-03,,5000.0,
Thompson,Tracy,26,168.3,61.4,H,non,bac+2,Hauts-de-France,oui,oui,3040,veuf,,0.96,2024-03-30,,5000.0,
Rodgers,Donna,63,152.0,74.4,H,non,master,Bretagne,non,oui,3058,divorcé,,0.39,2023-01-06,,5000.0,
Garcia,Jennifer,24,173.1,71.3,H,non,aucun,Île-de-France,oui,oui,2948,veuf,,0.04,2024-03-28,,1223.23,
Bell,Andrew,57,162.4,62.6,F,oui,bac,Corse,non,oui,3246,veuf,2.0,0.73,2021-10-29,470.0,1064.72,40000.0
Hughes,Erik,43,171.1,92.5,F,oui,bac+2,Occitanie,non,oui,5592,veuf,,0.54,2024-08-19,419.0,10000.0,40000.0
Dickson,Austin,63,164.2,83.2,H,non,bac,Normandie,non,oui,3737,marié,,0.73,2021-10-13,304.0,1050.57,40000.0
Ferguson,Scott,73,167.8,28.2,F,oui,doctorat,Île-de-France,oui,oui,1509,célibataire,,0.34,2023-06-09,,5000.0,
Foster,Larry,60,158.6,64.7,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2599,,4.0,0.94,2020-02-11,,,
Wong,Christina,72,163.7,59.3,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,3914,célibataire,1.0,0.65,2020-10-28,,1238.38,
Taylor,Mitchell,54,173.4,60.7,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,880,marié,4.0,0.2,2023-06-19,793.0,10000.0,40000.0
Owens,Roberto,28,174.3,80.8,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2736,,4.0,0.66,2022-11-20,514.0,,
Robinson,Grace,43,150.7,72.5,F,oui,bac,Hauts-de-France,non,non,3149,veuf,3.0,0.17,2021-03-17,,564.03,
Ramirez,Brian,32,193.1,34.5,F,non,bac,Normandie,non,non,2394,,,0.36,2021-12-16,,10000.0,
Rubio,Taylor,71,194.7,72.7,H,non,bac+2,Hauts-de-France,oui,non,2262,marié,1.0,0.26,2023-10-29,641.0,5000.0,40000.0
Miller,Tara,26,175.0,83.5,H,non,bac,Hauts-de-France,non,non,2130,divorcé,,0.12,2022-10-23,,,
Ball,Jessica,62,158.5,73.7,H,oui,aucun,Bretagne,non,non,5703,marié,,0.14,2021-11-24,,10000.0,
Jennings,Scott,34,161.2,95.3,H,non,aucun,Auvergne-Rhône-Alpes,non,non,1731,célibataire,,0.91,2021-07-04,,,
Pruitt,Norma,29,157.6,73.7,F,non,aucun,Corse,non,oui,3231,célibataire,2.0,1.0,2024-07-22,,640.46,
Kennedy,Jeremy,61,168.8,55.4,H,non,master,Auvergne-Rhône-Alpes,oui,oui,1979,divorcé,,0.97,2024-12-10,,10000.0,
Waters,Taylor,31,178.0,95.9,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,4190,célibataire,5.0,0.72,2024-01-13,,5000.0,
Brewer,Kyle,66,162.4,58.3,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,3988,,5.0,0.99,2025-03-14,,,
Moran,Timothy,53,183.1,78.8,F,non,bac+2,Occitanie,non,non,4818,veuf,4.0,0.42,2023-02-09,,,
Bullock,Zachary,29,162.4,70.1,H,oui,bac,Normandie,oui,non,2569,,4.0,0.95,2023-01-30,,,
Shepard,Ashley,29,183.7,58.1,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,1545,,1.0,0.54,2020-02-05,,5000.0,
Fisher,Sonya,26,179.1,83.0,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1687,célibataire,1.0,0.77,2022-02-11,,,
Hart,Kimberly,42,183.7,43.7,H,oui,aucun,Occitanie,non,oui,4061,veuf,,1.0,2022-08-25,,5000.0,
Williams,Robert,66,144.5,53.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,883,marié,,0.33,2025-03-14,,718.86,
Hughes,Kelly,23,172.2,97.9,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,500,célibataire,1.0,0.87,2024-07-31,,5000.0,
Perez,Edward,29,165.9,97.8,H,non,master,Bretagne,non,oui,2535,divorcé,,0.75,2023-11-12,328.0,721.73,40000.0
Anderson,Mary,47,169.5,77.7,F,non,master,Normandie,non,oui,2554,veuf,,0.28,2023-06-10,414.0,,
Bell,Julie,42,168.0,57.7,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,1696,célibataire,2.0,0.76,2023-01-09,,5000.0,
Mendez,James,64,165.8,76.6,H,non,bac,Auvergne-Rhône-Alpes,oui,non,1655,marié,4.0,0.96,2024-10-06,801.0,10000.0,40000.0
Anderson,Daniel,55,177.2,54.9,H,oui,aucun,Bretagne,oui,oui,3677,,,0.31,2022-03-29,457.0,766.15,40000.0
Moon,Cody,41,182.6,80.8,H,non,bac,Hauts-de-France,non,non,2064,veuf,,0.09,2025-02-18,,1348.0,
Cisneros,Brooke,51,175.6,68.4,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2811,,3.0,0.29,2020-05-31,,10000.0,
Nelson,John,47,187.6,75.0,H,oui,bac+2,Occitanie,non,non,1543,divorcé,2.0,0.04,2021-02-19,532.0,10000.0,40000.0
Mendez,Michael,37,154.5,64.2,F,oui,master,Bretagne,non,non,1879,marié,,0.24,2025-01-06,,5000.0,
Garcia,Pamela,49,158.3,68.7,H,non,aucun,Île-de-France,non,non,3423,divorcé,4.0,0.46,2023-02-20,686.0,10000.0,40000.0
Castillo,Emily,40,166.2,82.2,F,oui,bac,Corse,oui,oui,500,marié,0.0,0.92,2024-05-14,,950.1,
Hanna,Stacey,22,156.3,52.5,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,2234,divorcé,1.0,0.01,2022-10-30,798.0,5000.0,40000.0
Bryant,Sharon,48,182.0,87.5,H,non,bac,Occitanie,oui,oui,3380,célibataire,0.0,0.63,2022-11-27,840.0,924.16,40000.0
Martin,Bianca,39,185.4,72.4,H,non,bac,Hauts-de-France,non,oui,3163,,4.0,0.53,2020-04-25,,5000.0,
Smith,Jennifer,56,159.0,85.6,F,non,aucun,Île-de-France,oui,non,3270,marié,,0.75,2024-03-06,,,
Spears,Adam,23,169.9,83.0,H,oui,doctorat,Île-de-France,non,oui,1936,,1.0,0.0,2024-01-03,805.0,1053.81,40000.0
Nichols,Pamela,29,173.6,46.7,H,non,master,Bretagne,non,oui,3220,divorcé,,0.58,2025-05-08,,836.4,
Gray,Melissa,42,155.3,73.8,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2752,veuf,,0.74,2024-04-14,365.0,,
Martinez,Diana,18,172.4,69.6,H,non,bac,Normandie,non,oui,2699,célibataire,,0.87,2024-06-28,595.0,10000.0,40000.0
Walker,Rachel,35,165.6,66.0,F,oui,bac,Normandie,oui,non,1356,veuf,3.0,0.38,2020-06-21,,,
Perkins,Jessica,22,153.4,64.0,H,non,bac+2,Corse,oui,non,3421,marié,2.0,0.72,2025-01-07,,,
Chase,Stephen,55,191.1,77.9,H,oui,bac+2,Normandie,oui,non,1797,,,0.62,2024-01-17,,10000.0,
Martin,Raymond,35,179.9,65.6,F,non,bac+2,Hauts-de-France,non,oui,1082,veuf,,0.66,2022-08-11,688.0,5000.0,40000.0
Baker,Kimberly,44,165.8,70.9,F,non,doctorat,Normandie,oui,non,1915,célibataire,,0.8,2024-04-20,,,
Morton,Michael,32,170.5,54.8,H,oui,doctorat,Île-de-France,non,non,3768,divorcé,,0.73,2021-06-10,,,
Moore,John,63,163.1,52.0,H,non,aucun,Normandie,oui,non,1292,marié,1.0,0.32,2024-03-17,500.0,,
Larson,Jennifer,31,156.3,76.1,F,oui,aucun,Normandie,oui,non,1564,marié,0.0,0.57,2023-05-19,,5000.0,
Adams,Joseph,34,173.8,26.1,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,3731,,,1.0,2021-07-21,,,
Clayton,Joe,66,163.1,65.5,H,non,bac,Bretagne,oui,oui,2404,,,0.21,2024-05-19,,864.93,
Reilly,Cheryl,59,177.6,56.6,H,oui,bac+2,Normandie,oui,oui,3457,veuf,,0.45,2020-11-30,785.0,679.67,40000.0
Smith,Leroy,42,183.2,80.9,H,non,master,Bretagne,oui,oui,4404,célibataire,,0.01,2023-01-28,714.0,5000.0,40000.0
Smith,Lawrence,19,174.5,48.1,H,non,doctorat,Hauts-de-France,oui,oui,2326,célibataire,1.0,0.52,2022-01-15,539.0,,
Parsons,Lance,47,170.9,83.8,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,2453,,4.0,0.99,2022-02-15,606.0,10000.0,40000.0
Gibson,Daniel,75,183.5,75.5,F,oui,doctorat,Normandie,oui,oui,4748,,,0.89,2022-07-02,,5000.0,
Reid,John,23,162.9,59.8,H,oui,bac+2,Occitanie,non,non,1959,marié,5.0,0.06,2021-02-01,,5000.0,
Morris,Cynthia,41,171.9,96.9,F,oui,doctorat,Normandie,non,oui,5135,marié,,0.54,2025-04-24,340.0,,
Burch,Kyle,57,155.5,72.7,F,non,bac+2,Auvergne-Rhône-Alpes,oui,non,2410,marié,3.0,0.51,2022-10-31,843.0,5000.0,40000.0
Ramirez,Katherine,28,153.2,65.3,H,oui,aucun,Occitanie,oui,oui,4286,marié,2.0,0.02,2022-06-12,,10000.0,
Holt,David,64,167.1,67.3,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2204,veuf,4.0,0.87,2024-05-06,817.0,,
Williams,Nicholas,43,168.7,73.5,F,oui,master,Corse,oui,oui,3262,célibataire,1.0,0.96,2022-09-17,497.0,10000.0,40000.0
Smith,Ashley,32,149.5,48.9,F,non,aucun,Corse,oui,oui,1505,célibataire,,0.34,2022-07-19,,10000.0,
Rangel,Justin,72,172.9,86.2,H,oui,aucun,Hauts-de-France,non,non,2472,divorcé,0.0,0.79,2024-11-08,829.0,772.17,40000.0
Hernandez,Gregory,41,158.2,64.5,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1840,marié,0.0,0.24,2023-10-27,526.0,5000.0,40000.0
Hall,Ryan,69,152.5,55.0,F,oui,aucun,Normandie,oui,oui,3988,marié,0.0,0.41,2024-01-05,,,
Hall,Jose,39,166.6,78.5,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1866,,,0.87,2021-02-08,835.0,423.33,40000.0
Simon,Andrew,30,169.3,42.9,F,non,aucun,Île-de-France,non,oui,3493,divorcé,0.0,0.56,2024-10-01,,860.07,
Hall,Matthew,33,167.1,62.4,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,3007,divorcé,,0.05,2022-12-07,,10000.0,
Nicholson,Julie,24,164.2,56.8,H,non,aucun,Bretagne,non,oui,2884,veuf,1.0,0.6,2024-10-05,,,
Stone,Ashley,50,179.6,66.3,H,oui,master,Normandie,oui,oui,2288,divorcé,,0.89,2020-04-30,,5000.0,
Rios,Jason,45,195.9,83.5,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,1255,marié,1.0,0.36,2023-12-23,,1115.42,
Heath,Edward,75,172.9,86.9,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2695,divorcé,,0.09,2024-03-03,,10000.0,
Mendoza,Jeffrey,59,165.9,56.6,H,non,aucun,Île-de-France,oui,non,3374,divorcé,3.0,0.57,2023-09-04,,5000.0,
Stephens,Andrew,42,147.9,72.2,F,oui,bac+2,Bretagne,oui,non,3156,divorcé,,0.89,2024-03-04,,,
Schwartz,Glenda,69,168.9,87.5,F,oui,master,Bretagne,oui,non,2984,divorcé,4.0,0.74,2021-11-24,481.0,10000.0,40000.0
Meza,Samantha,22,177.6,84.4,F,oui,aucun,Corse,oui,oui,2759,,2.0,0.45,2025-01-09,618.0,,
Manning,James,21,168.3,87.4,H,oui,doctorat,Hauts-de-France,non,oui,500,,,0.08,2025-02-11,,10000.0,
Singleton,Donald,57,157.0,71.6,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3832,veuf,0.0,0.19,2021-11-27,,622.95,
Nash,Ruth,38,174.8,72.7,F,non,bac+2,Bretagne,non,non,1376,marié,5.0,0.15,2023-08-22,,10000.0,
Butler,Eric,38,156.9,73.8,F,non,master,Corse,oui,oui,3146,veuf,1.0,0.65,2020-09-24,,5000.0,
Turner,Veronica,64,165.1,100.6,F,oui,master,Occitanie,non,non,1857,divorcé,5.0,0.51,2022-09-11,758.0,762.14,40000.0
Ellison,Danny,24,174.6,59.9,H,non,doctorat,Île-de-France,non,oui,1543,,,0.48,2021-06-04,357.0,1055.35,40000.0
Beck,Denise,24,164.3,44.2,F,non,aucun,Bretagne,oui,oui,3370,,4.0,1.0,2023-05-29,,,
Thompson,Jerry,18,171.3,58.0,H,oui,doctorat,Bretagne,non,non,2416,divorcé,,0.5,2020-01-01,,5000.0,
Williams,Amy,40,168.7,69.5,F,non,doctorat,Occitanie,oui,non,2939,célibataire,,0.99,2022-11-12,308.0,5000.0,40000.0
Young,Gregory,22,175.6,49.1,H,non,master,Hauts-de-France,non,non,2190,veuf,3.0,0.34,2024-04-09,,10000.0,
Miller,Jason,68,170.9,103.7,F,non,bac,Île-de-France,oui,oui,2640,,5.0,0.75,2024-07-11,,1059.28,
Palmer,Sergio,60,186.9,67.6,F,oui,bac+2,Normandie,non,oui,2170,,0.0,0.93,2021-07-21,306.0,10000.0,40000.0
Taylor,Brittany,37,157.9,70.5,F,non,aucun,Hauts-de-France,oui,non,2386,veuf,,0.03,2023-04-21,,5000.0,
Sosa,Brian,75,166.6,67.4,H,non,master,Île-de-France,oui,oui,1815,,,0.47,2021-06-14,641.0,10000.0,40000.0
Bailey,Barbara,37,172.1,57.5,F,oui,doctorat,Normandie,non,oui,3427,célibataire,0.0,0.73,2022-06-12,,10000.0,
Hernandez,Mark,19,158.7,63.2,H,non,bac,Bretagne,oui,oui,3197,marié,,0.01,2023-06-26,,10000.0,
Hayes,Victor,43,177.1,36.3,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2902,,5.0,0.27,2020-09-05,582.0,620.97,40000.0
Romero,Bonnie,46,192.7,61.8,F,oui,master,Bretagne,non,non,3129,célibataire,5.0,0.29,2022-12-24,761.0,709.25,40000.0
Smith,Alan,66,167.0,58.8,H,non,bac,Normandie,oui,non,791,,,0.61,2023-08-06,,,
Estes,Christopher,55,185.4,76.0,H,oui,aucun,Normandie,oui,non,3892,divorcé,2.0,0.22,2020-09-05,379.0,5000.0,40000.0
Cole,Kim,60,166.9,70.3,F,non,bac,Occitanie,non,oui,2764,,1.0,0.52,2020-02-12,384.0,10000.0,40000.0
Tyler,Alexandra,44,170.3,52.5,F,oui,bac+2,Occitanie,non,non,500,,,0.85,2024-11-18,,,
Patterson,Desiree,71,170.3,52.7,H,non,doctorat,Île-de-France,oui,oui,3205,divorcé,0.0,0.33,2024-07-21,,5000.0,
Kim,Katherine,57,174.0,54.6,H,non,bac,Occitanie,non,non,3808,marié,,0.3,2024-09-02,,5000.0,
Franco,Sharon,75,174.4,84.6,H,non,bac,Hauts-de-France,oui,oui,1527,marié,0.0,0.85,2022-04-09,509.0,1004.04,40000.0
Baker,Allison,22,161.7,56.6,F,non,bac+2,Normandie,non,non,1400,veuf,,0.87,2023-01-01,740.0,10000.0,40000.0
Cole,Patricia,64,162.6,87.2,F,non,master,Bretagne,oui,non,3325,célibataire,3.0,0.87,2020-05-10,,10000.0,
Lewis,Kelly,20,157.8,54.3,F,oui,aucun,Occitanie,non,non,1722,divorcé,3.0,0.31,2021-12-15,793.0,,
Wells,Lori,46,185.3,78.7,H,oui,aucun,Île-de-France,oui,non,2295,,2.0,0.88,2020-08-13,,10000.0,
Walters,Allison,62,161.1,73.8,H,non,doctorat,Normandie,oui,non,2466,divorcé,0.0,0.38,2020-09-09,,10000.0,
Miller,Danielle,34,160.0,56.0,F,non,master,Occitanie,oui,non,2993,veuf,,0.35,2023-07-31,,1254.91,
Smith,Robert,60,182.3,59.6,H,oui,master,Occitanie,non,oui,1808,veuf,5.0,0.14,2023-03-05,621.0,,
Wilson,Christine,21,176.1,52.1,F,non,aucun,Hauts-de-France,non,oui,500,,4.0,0.23,2020-10-20,474.0,,
Archer,Aaron,50,180.9,82.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1390,veuf,4.0,0.39,2020-11-08,,,
Campbell,Alyssa,28,165.9,80.2,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,3683,veuf,4.0,0.75,2025-05-25,,1167.07,
Parrish,Dale,31,173.8,48.6,F,non,bac+2,Bretagne,oui,non,1188,marié,,0.93,2023-07-05,589.0,5000.0,40000.0
Wagner,Gregory,71,174.3,86.8,F,non,master,Hauts-de-France,oui,non,2028,veuf,3.0,0.73,2025-03-24,,,
Johnson,Lisa,32,153.1,62.6,F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1916,divorcé,,0.76,2022-08-02,815.0,,
Cannon,Stephen,19,167.8,73.2,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2612,veuf,,0.75,2022-03-27,398.0,,
Shelton,Kaitlyn,28,174.2,93.0,H,non,master,Corse,oui,non,595,célibataire,,0.17,2020-04-08,344.0,10000.0,40000.0
Hernandez,Robert,28,171.7,41.7,H,non,bac+2,Corse,non,oui,2269,divorcé,,0.84,2024-01-31,,536.23,
Hayes,Larry,33,181.0,68.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2105,veuf,,0.35,2023-09-13,747.0,5000.0,40000.0
Robertson,Alexandra,55,175.1,74.1,H,oui,master,Bretagne,oui,oui,2389,veuf,,0.6,2021-03-11,727.0,720.29,40000.0
Henry,Dana,59,184.2,62.3,H,non,master,Île-de-France,non,oui,3415,,1.0,0.91,2021-11-12,,10000.0,
Mitchell,Kristen,19,171.4,82.6,H,oui,master,Île-de-France,oui,oui,1456,marié,,0.22,2021-04-09,664.0,5000.0,40000.0
Gonzalez,Raymond,30,178.5,84.7,H,non,master,Hauts-de-France,non,oui,2542,célibataire,2.0,0.35,2024-08-16,847.0,,
Trujillo,Emma,27,157.8,76.4,F,non,master,Île-de-France,oui,oui,3013,veuf,,0.49,2021-09-28,,998.58,
Hanna,Barry,19,168.7,80.9,F,non,bac+2,Hauts-de-France,oui,oui,4468,,5.0,0.21,2022-03-12,,5000.0,
Johnson,Brittany,63,178.8,82.9,H,non,doctorat,Normandie,oui,oui,3564,marié,,0.6,2022-01-25,738.0,5000.0,40000.0
Davis,Gina,57,155.1,82.4,F,oui,bac,Auvergne-Rhône-Alpes,oui,oui,4435,veuf,5.0,0.31,2024-10-01,412.0,,
Wilson,Michael,22,180.1,73.0,F,non,master,Occitanie,non,oui,968,marié,,0.57,2022-03-05,,1088.27,
Parker,Corey,66,152.9,55.7,F,non,master,Hauts-de-France,non,non,860,,,0.84,2021-01-04,772.0,287.02,40000.0
Beck,Devin,21,164.4,44.6,H,non,doctorat,Hauts-de-France,oui,non,3760,marié,4.0,0.1,2025-04-19,698.0,1061.27,40000.0
Ray,Carol,47,163.0,79.5,H,non,bac+2,Bretagne,non,oui,2812,,,0.16,2024-07-20,508.0,,
Davis,Jessica,53,175.1,66.2,F,oui,master,Bretagne,oui,oui,2176,marié,,0.48,2020-05-23,,676.23,
Bass,Rachel,73,172.1,52.8,F,non,master,Bretagne,non,oui,4055,,,0.38,2024-08-02,848.0,,
Hill,Gina,31,158.2,84.8,F,non,bac,Île-de-France,oui,oui,3375,,3.0,0.79,2025-01-27,392.0,5000.0,40000.0
Ortiz,Bailey,47,165.7,78.2,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,1066,veuf,5.0,0.82,2020-06-13,713.0,10000.0,40000.0
Cummings,Bailey,64,179.0,67.3,F,oui,aucun,Corse,oui,oui,1755,divorcé,,0.12,2025-01-21,,5000.0,
Harris,Nicole,35,168.6,58.8,F,non,bac+2,Corse,oui,non,1549,,2.0,0.12,2021-06-12,,10000.0,
Perry,Janet,25,161.6,70.8,F,oui,aucun,Normandie,non,oui,944,célibataire,,0.75,2021-03-18,,1277.23,
Simpson,Hannah,35,161.4,81.5,F,non,doctorat,Normandie,non,non,1761,veuf,1.0,0.49,2023-04-19,,5000.0,
Peterson,Margaret,66,183.0,67.3,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,817,,3.0,0.25,2021-08-24,470.0,5000.0,40000.0
Valencia,Sierra,24,161.6,81.2,H,non,aucun,Bretagne,oui,oui,3136,divorcé,,0.29,2021-02-24,743.0,10000.0,40000.0
Butler,Charles,40,183.8,70.1,H,oui,aucun,Occitanie,non,non,1816,veuf,,0.41,2020-03-05,805.0,10000.0,40000.0
Schroeder,Charles,47,167.4,109.5,F,oui,master,Bretagne,non,oui,1557,célibataire,2.0,0.21,2020-10-11,,5000.0,
Smith,Kathy,57,158.0,63.6,F,non,master,Auvergne-Rhône-Alpes,oui,oui,3033,célibataire,5.0,0.09,2023-01-31,,5000.0,
Jones,Susan,55,134.2,49.9,F,oui,doctorat,Normandie,oui,non,3732,,,0.3,2020-08-11,,1073.76,
Simmons,Dean,66,155.9,55.4,F,non,bac+2,Corse,non,non,1396,veuf,0.0,0.04,2023-09-07,333.0,825.63,40000.0
Fisher,Crystal,45,171.5,48.8,H,non,bac+2,Corse,oui,oui,3137,,,0.57,2023-04-14,,748.34,
Kelly,Melissa,24,173.1,73.5,H,oui,bac+2,Normandie,non,oui,1414,marié,,0.7,2021-06-23,,,
Allison,Joe,45,164.8,63.6,F,oui,doctorat,Normandie,non,oui,2303,veuf,4.0,0.81,2020-09-24,,,
Todd,James,34,151.3,56.3,F,non,master,Normandie,non,oui,3109,veuf,,0.68,2025-04-06,,5000.0,
Le,Brian,75,164.6,88.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,2135,veuf,,0.24,2022-12-28,662.0,,
Montoya,Angela,71,188.4,82.5,F,oui,doctorat,Bretagne,non,oui,2022,divorcé,,0.24,2021-05-26,,,
Richardson,Erica,75,160.7,81.1,F,non,master,Normandie,oui,non,2985,célibataire,,0.88,2024-11-28,344.0,5000.0,40000.0
Lopez,Gary,48,166.9,84.3,F,non,master,Hauts-de-France,non,non,500,,4.0,0.38,2022-10-25,,,
Carr,Aaron,27,196.5,77.2,F,non,master,Île-de-France,oui,non,2783,célibataire,1.0,0.59,2020-04-25,,5000.0,
